0                 -9999     0	34                638       3	68                -9999     0	102               724       1	136               2927      2	170               3585      2	204               2056      3	238               3031      4	272               -9999     0	306               3105      1	
1                 3733      1	35                1279      1	69                1935      1	103               3213      1	137               2577      7	171               -9999     0	205               4248      1	239               1481      2	273               2134      2	307               2173      1	
2                 -9999     0	36                1280      1	70                -9999     0	104               4147      1	138               2004      1	172               4211      3	206               517       1	240               3029      2	274               1829      1	308               -9999     0	
3                 4974      2	37                -9999     0	71                2870      1	105               2904      1	139               1993      4	173               484       1	207               -9999     0	241               -9999     0	275               891       4	309               3419      1	
4                 2785      4	38                1593      1	72                1932      3	106               396       4	140               1384      1	174               4839      1	208               3940      1	242               553       1	276               -9999     0	310               -9999     0	
5                 4359      1	39                3763      3	73                -9999     0	107               107       1	141               -9999     0	175               2656      2	209               520       1	243               4597      1	277               1832      1	
6                 -9999     0	40                -9999     0	74                382       2	108               730       1	142               728       5	176               2353      1	210               -9999     0	244               -9999     0	278               2447      2	
7                 -9999     0	41                1282      2	75                685       3	109               3189      4	143               4497      1	177               2354      1	211               4876      1	245               1489      1	279               1804      7	
8                 8         1	42                4695      3	76                2564      1	110               110       1	144               748       3	178               800       1	212               3010      2	246               1490      1	280               4942      2	
9                 631       1	43                3464      1	77                1632      1	111               4144      3	145               3868      2	179               169       2	213               -9999     0	247               -9999     0	281               2759      2	
10                936       2	44                3438      4	78                72        3	112               416       2	146               2945      1	180               -9999     0	214               2997      3	248               539       3	282               2148      1	
11                -9999     0	45                -9999     0	79                1012      1	113               1969      2	147               2608      4	181               1425      1	215               1148      1	249               3359      1	283               905       1	
12                -9999     0	46                1601      1	80                4107      3	114               425       1	148               148       1	182               4767      11	216               1460      1	250               -9999     0	284               1839      1	
13                1568      1	47                980       1	81                3813      1	115               1349      2	149               2628      2	183               1116      1	217               4880      3	251               3050      1	285               4950      1	
14                -9999     0	48                1904      3	82                82        1	116               4772      4	150               4177      3	184               2050      1	218               -9999     0	252               2740      1	286               4321      5	
15                -9999     0	49                2848      1	83                1638      1	117               3840      10	151               757       3	185               -9999     0	219               -9999     0	253               867       2	287               3708      1	
16                2815      1	50                3470      2	84                2261      1	118               421       5	152               385       14	186               2985      1	220               -9999     0	254               1187      1	288               2457      2	
17                4060      1	51                -9999     0	85                4128      1	119               2590      18	153               2014      2	187               -9999     0	221               1154      1	255               2743      1	289               586       3	
18                2195      1	52                4095      1	86                1641      1	120               1364      1	154               4197      1	188               3298      1	222               -9999     0	256               4610      1	290               -9999     0	
19                635       2	53                3785      1	87                2575      1	121               3846      2	155               -9999     0	189               -9999     0	223               205       4	257               879       1	291               2779      1	
20                640       3	54                676       1	88                -9999     0	122               2913      3	156               467       1	190               2358      2	224               1157      1	258               1502      1	292               262       11	
21                4686      1	55                -9999     0	89                4443      1	123               1959      4	157               4822      1	191               502       1	225               4579      1	259               2121      3	293               -9999     0	
22                4061      3	56                2855      1	90                712       1	124               1669      2	158               158       1	192               3302      1	226               2704      3	260               3059      1	294               4939      3	
23                -9999     0	57                2545      1	91                -9999     0	125               -9999     0	159               4200      3	193               504       1	227               2093      1	261               -9999     0	295               287       2	
24                335       1	58                2546      1	92                401       2	126               1059      1	160               462       4	194               2371      1	228               1161      1	262               573       1	296               3406      1	
25                4068      1	59                4724      1	93                3514      1	127               3859      1	161               2027      1	195               -9999     0	229               4583      1	263               -9999     0	297               3718      1	
26                648       1	60                -9999     0	94                4133      2	128               128       1	162               -9999     0	196               1109      3	230               3962      1	264               264       1	298               1231      1	
27                338       1	61                4411      3	95                2272      1	129               2928      1	163               3273      1	197               2685      1	231               -9999     0	265               265       1	299               -9999     0	
28                -9999     0	62                4078      4	96                4450      1	130               1996      1	164               2335      2	198               2367      2	232               1165      1	266               -9999     0	300               -9999     0	
29                -9999     0	63                2551      1	97                93        2	131               3206      6	165               -9999     0	199               1132      1	233               2720      2	267               -9999     0	301               2478      1	
30                3451      1	64                1930      1	98                4141      1	132               1687      1	166               1099      1	200               505       2	234               2100      1	268               1201      1	302               2474      2	
31                1275      1	65                -9999     0	99                1336      2	133               755       1	167               3889      2	201               -9999     0	235               -9999     0	269               2757      1	303               4968      1	
32                -9999     0	66                2241      2	100               1033      1	134               445       1	168               2341      3	202               1748      2	236               1785      2	270               3691      1	304               615       1	
33                966       1	67                684       2	101               3211      1	135               736       4	169               2962      3	203               3614      3	237               237       1	271               4622      2	305               3412      2	
